d034576b-eea1-46c3-852d-3c309e68c515	Navajo, Navaho	nv	nav	Individual	Living	Diné bizaad; Naabeehó bizaad
0c36d43e-37ff-4471-a101-f3527cce3a2d	North Ndebele	nd	nde	Individual	Living	isiNdebele; saseNyakatho; Mthwakazi Ndebele
af6e4960-a4d4-4fcf-872f-bf5cef2fa3b0	South Ndebele	nr	nbl	Individual	Living	isiNdebele; sakwaNdzundza
2b490d0c-10e6-4070-9e61-10623a377bbc	Ndonga	ng	ndo	Individual	Living	Ndonga
a16570ec-8017-4baf-b93b-cd9cf76f15b2	Nepali	ne	nep	Macrolanguage	Living	नेपाली भाषा (Nepālī bhāśā)
9b8464cf-c7b6-47a6-b5fe-1443d40c3c76	Norwegian	no	nor	Macrolanguage	Living	Norsk
a21690c2-8061-4436-ab93-fb01886e1a9a	Norwegian Bokmål	nb	nob	Individual	Living	Norsk Bokmål
95a594bd-a1c1-4df1-9b02-ee0729ab0ca3	Norwegian Nynorsk	nn	nno	Individual	Living	Norsk Nynorsk
eecdaaa9-e810-4051-8530-060800cc0380	Occitan	oc	oci	Individual	Living	Occitan; Provençal
cfda4152-eee4-4a96-9760-3fcead907981	Ojibwa	oj	oji	Macrolanguage	Living	ᐊᓂᔑᓈᐯᒧᐎᓐ (Anishinaabemowin)
32c2b4c8-c242-4218-977f-ba87663cafe9	Oriya	or	ori	Macrolanguage	Living	ଓଡ଼ିଆ (Odia)
f7c13462-2439-4bdd-9fce-0929bec810eb	Oromo	om	orm	Macrolanguage	Living	afaan Oromoo
1e216626-f861-4daf-b23d-8580b260e42a	Ossetian, Ossetic	os	oss	Individual	Living	дигорон Ӕвзаг(digoron Ævzag)
b733d878-4541-4551-a13e-d457494d75b7	Pali	pi	pli	Individual	Ancient	Pāli
10f3c87d-ecf1-43cb-9a7c-5156e82bd073	Pashto, Pushto	ps	pus	Macrolanguage	Living	پښتو (Pax̌tow)
